result,table,_time,_value,DeviceID,MeterModel,_field,_measurement
_result,0,2025-07-22 11:46:13,50257.96875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:15,50377.90234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:17,50639.78906,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:19,50841.51563,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:21,51312.70703,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:23,52029.20703,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:25,51548.14453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:27,52610.49219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:29,52610.49219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:31,52678.75,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:33,52991.67188,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:35,52436.19531,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:37,52248.52734,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:39,52566.10938,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:41,51917.08984,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:43,51938.49219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:45,51827.92578,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:47,51868.25781,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:49,52476.42188,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:51,52490.3125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:53,51755.66016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:55,52243.39453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:57,52159.17969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:46:59,52278.6875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:01,52249.89063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:03,52143.64063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:05,52202.18359,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:07,52202.18359,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:09,52939.33203,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:11,52439.14453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:13,52522.125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:15,53447.17969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:17,52572.23438,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:19,52437.19922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:21,52234.22656,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:23,52407.15234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:25,52226.49609,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:27,52212.00391,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:29,52854.85938,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:31,52917.03125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:33,56420.90625,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:35,64452.54688,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:37,63727.66797,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:39,64596.39063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:41,64596.39063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:43,64906.875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:45,62232.87891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:47,62066.53906,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:49,61402.67188,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:51,52491.96094,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:53,52149.33984,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:55,52645.51563,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:57,52099.42188,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:47:59,52020.64844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:01,52002.23047,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:03,51380.32031,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:05,50996.07813,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:07,50524.57422,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:09,50510.05469,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:11,50741.85156,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:13,51304.9375,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:15,50891.71484,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:17,51184.35938,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:19,51184.35938,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:21,51021.89844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:23,51560.51563,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:25,51394.39063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:27,51486.62891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:29,51431.27344,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:31,51486.16797,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:33,51321.21094,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:35,50974.70313,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:37,50878.12109,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:39,50228.39844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:41,49514.3125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:43,54155.30469,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:45,62202.14453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:47,62581.03125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:49,62428.84766,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:51,62528.53516,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:53,62940.07422,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:55,60443.07813,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:57,60443.07813,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:48:59,60709.62891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:01,50339.34766,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:03,50011.81641,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:05,50388.39844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:07,50294.63281,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:09,50165.13281,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:11,50522.86719,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:13,50700.08984,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:15,50521.95313,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:17,49948.25391,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:19,49996.78906,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:21,49987.41016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:23,50183.07422,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:25,50004.05078,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:27,50031.49609,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:29,50170.41016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:31,50102.96094,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:33,50102.96094,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:35,50006.40234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:37,50145.54688,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:39,49855.21094,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:41,49994.67578,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:43,49822.59375,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:45,49474.27734,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:47,49881.76172,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:49,49739.89063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:51,49815.87891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:53,49743.21484,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:55,49855.94922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:57,49958.48828,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:49:59,50047.39063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:01,50014.83984,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:03,49986.74219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:05,49975.62891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:07,49975.62891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:09,49813.35156,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:11,50105.75781,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:13,50038.62891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:15,49688.03906,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:17,50039.125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:19,50033.95313,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:21,50181.33203,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:23,50610.14453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:25,50997.99219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:27,51295.80469,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:29,51356.33594,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:31,51093.28516,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:33,51093.05078,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:35,51125.47656,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:37,51125.47656,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:39,51042.58203,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:41,51122.64063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:43,50700.53516,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:45,49962.125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:47,50294.95703,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:49,50079.35547,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:51,49911.24219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:53,49954.14063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:55,49875.65625,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:57,49944.24219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:50:59,50029.69922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:01,50015.20703,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:03,50103.25781,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:05,50541.16797,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:07,50394.19922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:09,50295.69922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:11,50295.69922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:13,50133.03516,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:15,49936.23828,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:17,50109.51953,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:19,50184.08984,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:21,50520.41797,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:23,50404.94141,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:25,50797.36328,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:27,50404.94922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:29,50655.77734,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:31,50755.59375,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:33,50506.67578,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:35,49700.05469,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:37,49858.72656,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:39,49805.45313,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:41,49711.40234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:43,49711.40234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:45,49916.1875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:47,49764.23438,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:49,49529.31641,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:51,49183.37109,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:53,49574.66016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:55,49461.10156,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:57,49399.64063,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:51:59,49418.52344,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:01,49409.12891,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:03,49381.84766,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:05,50115.44531,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:07,50484.40234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:09,50030.80859,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:11,50524.25391,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:13,50205.58984,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:15,50254.92969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:17,49740.21484,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:19,50228.97656,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:21,50228.97656,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:23,50211.73828,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:25,50512.42969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:27,50460.39844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:29,50421.74219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:31,49960.78906,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:33,50427.66016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:35,50294.1875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:37,50162.26563,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:39,49924.67969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:41,49354.89453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:43,49323.30469,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:45,49042.75781,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:47,48719.94141,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:49,48957.29297,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:51,49382.92578,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:53,50186.0625,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:55,49555.55859,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:57,49445.94141,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:52:59,49445.94141,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:01,49466.05078,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:03,49498.40234,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:05,49319.56641,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:07,49317.11328,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:09,49251.55078,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:11,49302.38672,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:13,49354.39844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:15,49500.48828,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:17,49302.30859,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:19,49264.875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:21,49348.83203,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:23,49042.62109,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:25,49443.07813,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:27,49255.31641,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:29,49387.51563,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:31,49339.03125,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:33,48904.81641,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:35,48868.57031,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:37,48868.57031,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:39,48936.93359,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:41,48913.25781,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:43,49150.73047,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:45,49618.61719,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:47,49223.79688,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:49,49282.23828,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:51,49577.80469,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:53,49321.15625,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:55,49155.25,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:57,48869.77344,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:53:59,48592.61719,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:01,49424.12109,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:03,49146.76172,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:05,48841.52734,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:07,49030.54688,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:09,49816.05859,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:11,50039.1875,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:13,49949.92188,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:15,49949.92188,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:17,50227.44922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:19,50196.74609,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:21,50309.50391,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:23,50155.32031,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:25,50097.85938,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:27,49634.05859,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:29,50118.36328,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:31,49751.66016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:33,50124.25391,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:35,49954.23047,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:37,50603.41016,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:39,49939.94531,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:41,49718.34375,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:43,49900.26172,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:45,49782.66797,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:47,48743.26172,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:49,48867.42969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:51,48858.96484,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:53,48858.96484,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:55,49162.67969,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:57,49298.81641,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:54:59,49147.85547,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:01,49036.99219,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:03,49192.58203,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:05,61015.43359,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:07,61721.64844,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:09,62171.43359,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:11,62570.69922,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:13,62437.07813,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:15,62932.39453,E3510,PM8000,Active_Power_A,Babel
_result,0,2025-07-22 11:55:17,63302.81641,E3510,PM8000,Active_Power_A,Babel
